credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
850,Germany,Female,40,7,104449.8,1,1,1,747.88,0
499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0
576,France,Male,63,9,70655.48,1,0,0,78955.8,1
648,Spain,Female,31,5,0.0,2,1,1,5199.02,0
807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0
645,France,Male,19,9,128514.84,1,0,0,175969.19,0
606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1
693,France,Male,40,4,130661.96,1,1,1,101918.96,0
787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0
550,France,Male,32,8,97514.07,1,1,1,199138.84,0
620,France,Male,37,0,107548.94,1,1,0,71175.94,0
741,France,Female,36,3,0.0,2,1,1,89804.83,0
682,France,Female,33,8,74963.5,1,1,1,32770.56,0
654,France,Female,29,4,96974.97,1,0,1,141404.07,0
741,Germany,Female,19,8,108711.57,2,1,0,24857.25,0
706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
593,France,Male,32,6,99162.29,1,1,0,128384.11,0
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0
457,Spain,Female,38,6,0.0,2,1,0,173219.09,0
710,Spain,Male,22,8,0.0,2,0,0,99645.04,0
699,Spain,Male,34,8,0.0,1,1,1,76510.46,0
632,Germany,Female,50,5,107959.39,1,1,1,6985.34,1
602,France,Male,35,8,0.0,1,1,1,22499.29,0
525,Spain,Male,33,5,0.0,2,1,0,161002.29,0
619,France,Male,58,5,152199.33,1,1,1,86022.09,0
574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
709,France,Female,24,3,110949.41,1,1,1,168515.61,0
584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0
648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1
676,France,Female,49,1,0.0,1,1,0,79342.31,1
850,France,Female,34,2,0.0,2,1,1,171706.66,0
723,France,Female,40,7,142856.95,2,0,0,38019.74,0
493,Spain,Female,48,7,0.0,2,1,0,48545.1,0
814,France,Female,31,4,0.0,2,1,1,142029.17,0
480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0
728,Spain,Female,43,5,0.0,1,1,1,120088.17,0
672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1
582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0
647,Germany,Male,30,6,143138.91,2,1,0,2955.46,0
745,France,Male,35,9,92566.53,2,1,0,161519.77,0
485,Germany,Male,34,3,133658.24,1,1,0,70209.83,0
725,France,Male,38,6,0.0,2,1,1,158697.28,0
685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
721,France,Male,54,5,0.0,2,1,1,4493.12,0
572,France,Male,43,2,140431.98,1,1,0,26450.57,1
713,France,Male,53,6,115029.4,1,0,0,191521.32,1
597,Spain,Male,26,5,0.0,2,0,1,95159.13,0
589,France,Male,46,9,0.0,2,1,0,170676.67,0
636,France,Male,31,6,0.0,2,1,1,2382.61,0
570,Spain,Male,34,10,0.0,2,0,1,183387.12,0
694,Germany,Male,37,1,95668.82,2,1,0,100335.55,0
747,France,Male,41,5,0.0,2,1,1,22750.17,0
654,France,Male,55,3,87485.67,1,1,1,3299.01,0
651,France,Female,56,4,0.0,1,0,0,84383.22,1
787,Germany,Male,43,0,132217.45,1,1,0,20955.03,1
505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0
606,France,Male,40,5,0.0,2,1,1,70899.27,0
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0
613,France,Male,36,9,131307.11,1,0,0,83343.73,0
805,Germany,Female,26,8,42712.87,2,1,1,28861.69,0
662,France,Female,22,9,0.0,2,1,1,44377.65,0
617,France,Male,54,6,102141.9,1,1,1,45325.26,0
690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0
524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1
808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1
773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1
850,France,Male,31,1,96399.31,2,1,0,106534.15,0
850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0
651,France,Male,35,0,181821.96,2,0,1,36923.67,1
491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0
622,Spain,Male,42,9,0.0,2,1,0,119127.06,0
540,France,Male,41,3,0.0,2,1,0,121098.65,0
454,Germany,Female,50,10,92895.56,1,1,0,154344.0,1
630,France,Female,28,1,0.0,2,1,1,133267.78,0
686,France,Male,26,7,0.0,2,1,0,1540.89,0
690,France,Female,40,9,77641.99,1,0,0,189051.59,1
634,France,Male,26,8,0.0,1,1,0,21760.96,0
628,France,Female,50,4,143054.56,1,0,1,109608.81,1
626,France,Male,43,4,137638.69,1,1,0,130442.08,1
704,France,Male,24,2,148197.15,2,1,0,182775.08,0
622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0
848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0
735,France,Male,73,9,0.0,1,1,1,114283.33,0
635,France,Male,42,1,146766.72,2,0,1,164357.1,0
470,Spain,Male,31,4,55732.92,2,1,1,103792.53,0
613,France,Male,41,7,0.0,2,1,0,60297.72,0
581,Spain,Female,50,4,0.0,2,1,1,80701.72,0
850,France,Male,31,6,131996.66,2,1,1,178747.43,0
650,Germany,Male,34,4,142393.11,1,1,1,11276.48,0
778,France,Female,33,9,151772.63,2,0,0,180249.94,1
682,France,Male,37,5,0.0,2,0,1,112554.68,0
734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0
484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
715,France,Female,38,5,118590.41,1,1,1,5684.17,1
651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0
638,France,Male,24,1,0.0,2,0,1,162597.15,0
770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1
706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0
759,France,Male,44,2,111095.58,2,1,0,100137.7,0
742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1
599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1
676,France,Female,40,2,147803.48,1,1,0,95181.06,1
715,France,Male,41,4,94267.9,1,0,1,152821.12,1
850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0
432,France,Male,42,9,152603.45,1,1,0,110265.24,1
595,Spain,Male,23,7,0.0,2,1,1,168085.97,0
703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0
742,France,Male,31,4,105239.1,1,1,1,19700.24,0
736,Spain,Female,28,2,0.0,2,1,1,117431.1,0
487,Spain,Female,31,1,0.0,2,1,0,158750.13,0
677,France,Male,46,2,57037.74,1,1,1,158531.01,0
513,France,Male,29,10,0.0,2,0,1,25514.77,0
769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1
601,Germany,Female,49,4,96252.98,2,1,0,104263.82,0
608,France,Female,30,8,0.0,2,1,0,128875.86,0
729,France,Male,32,6,93694.42,1,1,1,79919.13,0
798,France,Male,34,9,154495.79,1,1,0,191395.88,0
665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0
666,France,Female,31,2,79589.43,1,0,0,4050.57,0
692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0
722,France,Male,34,8,0.0,2,1,1,133447.49,0
591,France,Male,29,6,0.0,2,1,1,108684.65,0
697,France,Female,39,6,151553.19,1,1,1,44946.29,0
503,Spain,Male,25,7,0.0,1,0,1,192841.13,0
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1
615,Spain,Male,61,9,0.0,2,1,0,150227.85,1
687,Spain,Female,39,2,0.0,3,0,0,188150.6,1
702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0
832,France,Female,27,10,98590.25,1,1,0,30912.89,0
771,France,Female,57,4,0.0,1,0,0,85876.67,1
777,France,Female,30,4,0.0,2,0,1,115611.97,0
541,France,Male,34,3,128743.55,1,1,0,134851.12,0
683,France,Male,30,4,114779.35,1,0,0,183171.47,0
561,France,Male,34,1,78829.53,1,1,1,12148.2,0
749,France,Female,60,6,0.0,1,1,0,17978.68,1
569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
707,Spain,Male,48,8,88441.64,1,1,1,119903.2,1
616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
736,France,Female,29,9,0.0,2,0,0,176152.7,0
479,France,Female,33,2,208165.53,1,0,0,50774.81,1
573,France,Male,27,2,128243.03,1,1,1,11631.34,0
664,France,Female,34,7,93920.47,1,0,0,179913.98,0
679,France,Female,33,9,112528.65,2,1,0,177362.45,0
732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1
621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1
543,France,Male,22,8,0.0,2,0,0,127587.22,0
559,France,Female,43,1,0.0,2,1,1,196645.87,0
740,France,Male,36,7,0.0,1,1,1,13177.4,0
714,France,Male,34,10,0.0,2,1,1,80234.14,0
850,France,Male,41,3,136416.82,1,0,1,57844.26,0
633,France,Male,37,2,0.0,2,1,0,182258.17,0
669,France,Male,50,9,201009.64,1,1,0,158032.5,1
557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0
726,Spain,Male,30,8,134152.29,1,1,1,147822.44,0
698,France,Female,40,7,105061.74,3,1,0,107815.31,1
821,France,Male,28,2,0.0,2,1,0,46072.52,0
483,France,Male,48,1,0.0,2,1,1,110059.38,0
682,France,Male,50,6,121818.84,2,0,1,124151.37,0
850,Germany,Female,31,1,108822.4,1,1,1,132173.31,0
708,France,Male,52,10,105355.81,1,1,0,123.07,1
697,France,Female,38,1,182065.85,1,1,0,49503.5,0
795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1
668,France,Male,72,2,0.0,2,1,1,70783.61,0
617,France,Female,27,4,0.0,2,0,0,190269.21,0
686,France,Female,31,1,0.0,2,1,0,4802.25,0
693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0
678,Spain,Male,29,6,0.0,2,1,0,64443.75,0
459,France,Male,26,4,149879.66,1,0,0,50016.17,0
747,France,Female,25,4,0.0,2,0,1,42039.67,0
516,Spain,Female,31,3,0.0,2,1,0,124202.26,0
593,France,Male,41,6,0.0,2,1,1,99136.49,0
678,France,Male,54,7,128914.97,1,0,0,191746.23,1
588,France,Male,30,3,115007.08,1,0,0,176858.5,0
662,France,Male,74,6,0.0,2,1,0,123583.85,0
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
665,France,Female,34,5,67816.72,1,1,1,29641.58,0
660,France,Male,38,4,0.0,2,0,0,88080.43,0
743,France,Female,39,8,0.0,1,1,0,94263.44,0
661,France,Female,27,3,0.0,2,1,1,76889.79,0
657,France,Female,39,4,80293.81,1,1,0,97192.76,0
685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
698,France,Male,47,5,156265.31,2,0,0,1055.66,0
717,France,Male,28,4,128206.79,1,1,1,54272.12,0
632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0
717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0
577,France,Female,35,10,0.0,2,1,1,25161.61,0
565,France,Male,46,7,135369.71,1,0,1,140130.22,0
680,Germany,Male,30,4,108300.27,2,0,1,44384.57,1
725,France,Male,41,7,113980.21,1,1,1,116704.25,0
778,France,Male,34,5,139064.06,2,0,0,67949.32,0
517,France,Male,37,5,113308.84,1,0,1,31517.16,0
814,France,Male,31,1,118870.92,1,1,0,101704.19,0
622,Spain,Male,36,9,0.0,2,1,1,104852.6,0
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0
654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0
570,France,Female,58,8,0.0,1,0,1,116503.92,1
444,France,Male,43,3,0.0,2,1,1,159131.21,0
623,France,Female,39,1,160903.2,1,0,0,78774.36,0
627,France,Female,27,2,0.0,2,1,0,125451.01,0
490,France,Male,33,1,0.0,2,1,1,80792.83,0
520,Spain,Male,45,7,107023.03,1,1,0,32903.93,0
625,France,Female,39,5,0.0,2,1,0,32615.21,0
793,Spain,Male,63,0,0.0,2,0,1,27166.75,0
783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0
753,France,Female,36,7,128518.98,1,1,1,44567.83,1
585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0
833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1
659,Spain,Female,42,2,0.0,1,0,0,162734.31,1
728,France,Male,43,7,0.0,2,1,0,40023.7,0
593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1
717,Germany,Female,64,10,98362.35,2,1,1,21630.21,0
631,Spain,Male,29,3,0.0,2,1,1,197963.46,0
706,France,Male,34,8,0.0,2,1,1,37479.97,0
812,Spain,Male,38,3,127117.8,2,1,1,174822.74,0
625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0
716,France,Female,44,6,155114.9,1,0,0,133871.83,0
714,Spain,Male,44,7,0.0,1,0,1,6923.11,0
802,Spain,Male,40,5,0.0,2,1,1,175043.69,0
601,France,Male,47,1,64430.06,2,0,1,96517.97,0
625,France,Male,41,6,97663.16,2,1,0,57128.78,0
621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0
757,Germany,Male,36,1,65349.71,1,0,0,64539.64,0
850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
616,Germany,Female,45,4,122793.96,1,1,1,62002.04,0
696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1
722,France,Male,40,6,0.0,2,1,1,111893.09,0
564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0
508,France,Female,38,3,166328.65,2,0,1,22614.19,0
741,Spain,Male,50,1,78737.61,1,1,1,13018.96,0
704,France,Male,44,3,0.0,2,0,1,152884.85,0
500,France,Male,45,2,109162.82,1,1,1,126145.08,0
850,France,Male,31,8,0.0,2,1,0,178667.7,0
556,Germany,Female,43,4,125890.72,1,1,1,74854.97,0
850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
659,France,Female,37,1,151105.68,1,1,1,140934.57,0
753,France,Female,38,6,142263.45,1,0,1,33730.43,0
637,France,Male,40,2,133463.1,1,0,1,93165.34,0
447,France,Male,43,2,0.0,2,1,0,33879.26,1
749,France,Female,26,6,0.0,2,0,1,34948.77,0
587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0
573,France,Female,36,1,0.0,1,1,1,56905.38,0
850,France,Male,40,9,0.0,2,0,1,119232.33,0
752,Spain,Male,36,2,0.0,2,1,1,45570.84,0
548,France,Female,37,9,0.0,2,0,0,98029.58,0
701,Spain,Female,42,5,0.0,2,0,0,24210.56,0
658,France,Male,20,7,0.0,2,0,0,187638.34,0
633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0
610,France,Male,36,4,129440.3,2,1,0,102638.35,0
550,Spain,Male,45,0,0.0,2,0,1,70399.71,0
683,France,Female,42,4,148283.94,1,1,1,44692.63,1
718,France,Male,36,9,0.0,1,1,0,45909.87,0
655,Spain,Female,29,9,0.0,2,0,1,85736.26,0
706,Spain,Male,38,8,0.0,2,0,1,46635.11,0
643,France,Female,45,4,45144.43,1,1,0,60917.24,1
576,France,Female,55,6,44582.07,3,0,1,67539.85,1
508,France,Female,31,7,0.0,2,1,1,6123.15,0
386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1
657,Spain,Male,67,5,119785.47,2,1,1,107534.32,0
828,France,Male,31,9,0.0,1,0,1,164257.37,0
512,France,Female,37,1,0.0,2,0,1,156105.03,0
695,Spain,Male,32,9,0.0,3,0,1,38533.79,0
568,Spain,Male,39,5,0.0,2,1,1,129569.92,0
621,France,Female,50,5,0.0,2,1,0,191756.54,1
789,Germany,Male,33,8,151607.56,1,1,0,4389.4,0
654,Spain,Female,32,2,0.0,1,1,1,51972.92,1
817,France,Male,34,5,129278.43,1,0,0,165562.84,0
740,Spain,Female,31,8,0.0,2,0,0,86657.48,0
562,France,Male,38,5,0.0,1,1,0,115700.2,0
583,France,Male,36,8,0.0,2,0,1,5571.59,0
607,France,Female,49,9,119960.29,2,1,0,103068.22,0
677,France,Male,37,3,88363.03,1,0,1,117946.3,0
451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
609,France,Male,26,7,0.0,2,1,0,98463.99,0
677,France,Female,36,7,0.0,1,1,0,47318.75,0
481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0
569,Spain,Female,34,3,0.0,1,1,0,133997.53,0
706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1
630,France,Male,33,9,0.0,2,1,0,64804.59,0
684,France,Female,26,5,87098.91,1,0,0,106095.82,0
775,France,Male,60,7,0.0,2,1,1,111558.7,0
620,France,Female,29,3,0.0,2,0,1,153392.28,0
759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0
692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
724,Germany,Male,33,4,88046.88,1,0,1,186942.49,1
602,France,Female,25,0,0.0,2,1,1,101274.17,0
655,France,Female,36,2,147149.59,1,1,1,87816.86,0
577,Germany,Female,31,4,61211.18,1,1,1,145250.43,0
582,France,Female,32,1,116409.55,1,0,1,152790.92,0
579,France,Female,33,1,118392.75,1,1,1,157564.75,0
450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0
706,France,Female,44,4,129605.99,1,0,0,69865.49,0
527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0
685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0
604,France,Male,33,3,0.0,1,1,0,42171.13,1
690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1
714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0
714,Germany,Male,21,6,86402.52,2,0,0,27330.59,0
630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1
662,France,Male,32,9,0.0,2,0,0,65089.38,0
661,France,Male,39,5,0.0,2,0,0,181461.46,0
618,France,Male,39,2,91068.56,1,1,0,26578.69,0
699,Germany,Female,41,1,200117.76,2,1,0,94142.35,0
683,Germany,Female,39,2,100062.16,2,1,0,109201.43,0
531,France,Female,47,6,0.0,1,0,0,194998.34,1
705,France,Female,37,10,0.0,2,1,1,13935.53,1
666,France,Female,33,2,147229.65,1,1,1,56410.17,0
695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
750,France,Male,38,5,151532.4,1,1,1,46555.15,0
596,Spain,Male,36,2,0.0,2,0,1,125557.95,0
505,Germany,Female,37,6,159863.9,2,0,1,125307.87,0
549,France,Male,29,3,0.0,2,1,0,146090.38,0
555,Spain,Male,21,1,0.0,2,0,0,103901.35,0
531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0
629,France,Male,40,9,0.0,1,1,0,106.67,0
559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1
553,Spain,Male,38,1,181110.13,2,1,0,184544.59,0
453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0
523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0
620,France,Male,61,5,0.0,1,0,0,31641.52,1
612,France,Female,35,3,0.0,1,1,1,48108.72,0
745,France,Female,32,2,0.0,4,0,1,179705.13,1
664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1
580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0
539,France,Male,39,3,139153.68,2,1,0,147662.33,0
629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0
585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0
516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0
716,France,Female,29,10,87946.39,1,1,1,182531.74,0
594,France,Male,23,5,156267.59,1,1,0,160968.44,0
605,France,Female,34,2,0.0,1,0,0,35982.42,0
663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1
850,France,Female,35,2,128548.49,4,1,0,75478.95,1
657,Spain,Female,22,6,0.0,3,0,1,168412.07,1
685,France,Male,33,6,174912.72,1,1,1,43932.54,0
636,Spain,Female,32,8,0.0,2,1,0,138555.46,0
834,France,Male,23,4,131254.81,1,1,0,20199.3,0
710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
676,France,Male,20,1,80569.73,1,0,0,68621.98,0
677,Germany,Female,26,3,102395.79,1,1,0,119368.99,0
685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0
608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0
777,France,Female,32,2,0.0,1,1,0,136458.19,1
694,Spain,Male,31,5,0.0,1,1,0,35593.18,0
667,France,Male,42,6,0.0,1,1,0,88890.05,0
634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0
506,France,Female,41,1,0.0,2,1,0,31766.3,0
649,Spain,Male,51,4,0.0,1,1,1,150390.57,0
714,France,Male,63,4,138082.16,1,0,1,166677.54,0
648,Spain,Male,32,8,0.0,1,1,0,133653.38,0
704,Germany,Male,41,9,62078.21,2,1,0,129050.67,0
562,France,Male,48,3,92347.96,1,1,1,163116.75,0
657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0
661,Spain,Male,39,6,132628.98,1,0,0,38812.67,0
655,France,Male,37,5,93147.0,2,1,0,66214.13,0
809,Spain,Female,33,3,0.0,2,0,1,141426.78,0
613,France,Male,44,3,0.0,2,0,1,136491.72,0
443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0
590,Spain,Male,29,10,0.0,1,1,1,51907.72,1
699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0
538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0
785,France,Male,28,8,0.0,2,1,0,77231.27,0
753,France,Male,92,3,121513.31,1,0,1,195563.99,0
651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0
745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0
617,France,Male,41,7,0.0,2,0,1,14496.67,0
592,France,Male,29,7,0.0,2,1,1,91196.67,0
709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0
644,Spain,Male,37,9,0.0,2,1,1,96442.86,0
414,Spain,Male,60,3,0.0,2,1,1,93844.82,0
673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0
826,France,Female,49,0,0.0,1,0,0,178709.98,1
711,France,Male,58,9,91285.13,2,1,1,26767.85,0
788,Spain,Female,70,1,0.0,2,1,1,41610.62,0
762,France,Male,53,1,102520.37,1,1,1,170195.4,0
775,France,Female,27,4,152309.37,1,1,0,104112.0,0
850,France,Female,40,9,99816.46,1,1,1,163989.66,1
611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0
590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
454,Spain,Male,40,2,123177.01,1,1,0,148309.98,0
609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1
485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0
573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0
722,Spain,Female,29,9,0.0,2,1,1,142033.07,0
731,Spain,Female,39,2,0.0,2,1,0,136737.13,0
796,France,Female,50,1,94164.0,1,1,1,189414.74,0
526,Spain,Male,38,2,0.0,2,0,0,58010.98,0
607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0
622,Spain,Female,41,9,0.0,2,1,1,155786.39,0
514,France,Female,46,3,106511.85,1,1,0,55072.32,0
726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0
673,France,Male,37,4,0.0,2,0,0,163563.07,0
614,France,Male,49,1,0.0,2,1,0,192440.54,0
850,France,Female,34,9,92899.27,2,1,0,97465.89,0
660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0
716,France,Male,39,1,70657.61,2,1,1,76476.05,0
570,France,Female,46,3,0.0,2,0,0,820.46,0
578,France,Male,46,5,113226.47,1,1,0,56770.76,0
599,France,Male,28,7,119706.22,1,0,0,31190.42,0
698,France,Female,46,0,0.0,2,1,1,125962.02,0
658,France,Male,25,3,0.0,2,0,1,173948.4,0
597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0
468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0
716,France,Female,35,8,112808.18,1,0,1,17848.3,0
555,France,Male,37,9,124969.13,1,1,0,60194.05,0
517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1
595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
737,France,Female,70,9,87542.89,2,1,1,42576.86,0
801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0
643,Germany,Male,28,9,160858.13,2,1,0,27149.27,0
744,France,Male,54,6,93806.31,2,0,1,140068.77,0
577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0
726,France,Female,24,6,0.0,2,1,1,54724.03,0
644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0
826,Spain,Male,41,5,146466.46,2,0,0,180934.67,0
671,France,Female,31,6,0.0,2,1,1,15846.42,0
850,Germany,Male,38,5,146756.68,1,1,0,78268.61,0
811,Spain,Male,39,7,0.0,2,1,1,177519.39,0
681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
588,France,Male,40,5,0.0,2,0,0,100727.68,0
535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1
574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0
613,France,Male,47,6,146034.74,1,1,1,77146.14,0
595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0
642,Germany,Female,36,2,124495.98,3,1,1,57904.22,1
605,France,Female,51,9,104760.82,1,1,1,165574.54,1
850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1
529,France,Male,61,1,0.0,2,1,1,191370.97,0
748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0
765,France,Male,40,6,138033.55,1,1,1,67972.45,0
507,France,Male,42,6,0.0,2,1,0,34777.23,0
678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
818,Germany,Female,72,8,135290.42,2,1,1,63729.72,0
645,France,Male,25,0,174400.36,1,1,0,42669.37,0
735,Spain,Male,36,5,0.0,2,1,0,105152.17,0
610,Spain,Female,45,3,0.0,1,1,0,38276.84,1
685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0
615,Spain,Male,19,5,0.0,2,1,0,159920.92,0
643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0
606,Spain,Male,35,7,0.0,1,1,0,106837.06,1
519,France,Female,38,7,125328.56,1,1,0,188225.67,0
530,France,Male,39,2,0.0,2,1,0,197923.05,0
694,France,Male,40,9,0.0,2,1,0,40463.03,0
668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0
850,France,Female,81,1,0.0,2,1,1,59568.24,0
747,Germany,Male,58,7,116313.57,1,1,1,190696.35,1
719,Spain,Male,44,2,0.0,2,1,0,196582.19,0
618,France,Female,40,0,0.0,1,1,0,119059.13,0
651,Germany,Male,34,2,90355.12,2,0,0,193597.94,0
697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0
632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0
763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1
740,Spain,Male,43,9,0.0,1,1,0,199290.68,1
492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1
681,France,Male,43,3,66338.68,1,1,1,18772.5,1
582,France,Male,31,2,0.0,2,1,1,33747.03,0
591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0
700,Spain,Male,31,7,0.0,2,0,1,145151.96,0
741,France,Male,38,9,0.0,2,1,0,14379.01,0
787,France,Male,25,5,0.0,2,1,0,47307.9,0
659,France,Male,29,6,123192.12,1,1,1,56971.41,1
